product_id,description,category,unit_price
84247L,fawn and mushroom greeting card,card,0.42
21802,christmas-tree heart decoration,decoration,0.42
90210C,red   acrylic faceted bangle,b,2.95
90210D,purple acrylic faceted bangle,b,2.95
90210A,grey acrylic faceted bangle,b,2.95
35932,pink christmas-tree decoration,decoration,1.95
21830,assorted creepy crawlies,ass,0.42
84508B,stripes design teddy,sign,2.55
84508C,blue circles design teddy,sign,2.55
72751A,"f.fairy s/3 sml candle,lily/valley",candle,5.95
72751B,"f.fairy s/3 sml candle, lavender",candle,5.95
72752B,"f.fairy,candle in glass,lavender",candle,4.25
72752A,"f.fairy,candle in glass,lily/valley",candle,4.25
72802C,vanilla scent candle jewelled box,candle,4.25
21879,hearts gift-tape,hearts,0.65
79149B,silicon star bulb  blue,star,0.42
21201,tropical  honeycomb paper garland,garland,2.55
22060,large cake stand hanging hearts,cake,9.95
84830,large english arboretum,b,12.75
21785,rain poncho,other,0.85
21338,marakesh lantern small,lantern,5.95
35271S,gold print paper bag,bag,0.42
21300,antique edwardian dresser,ant,49.95
21397,blue  spotty egg cup,cup,1.25
17014C,origami lavender incense cones,incense,0.42
37482B,cubic mug blue polka dot,mug,2.55
35972,daisy folkart heart decoration,decoration,1.25
85117,nightingale coathook white,hook,1.65
21028,ninja rabbit black,rabbit,1.25
21331,moroccan beaten metal dish large,dish,12.75
85129D,beaded crystal heart pink small,bead,1.25
84279P,cherry blossom  decorative flask,cherry,3.75
90184A,amber chunky bead bracelet w strap,bracelet,8.95
90184C,black chunky bead bracelet w strap,bracelet,8.95
90010A,midnight blue glass/silver bracelet,bracelet,8.95
21418,starfish soap dish,star,2.55
85142,jardin etched glass ginger jar,etched,7.95
84584,pink gingham cat with scarf,gingham,2.55
20699,mousey long legs soft toy,toy,2.55
84586L,"pink roses/gingham patch rabbit 8""",rabbit,2.95
16219,house shape pencil sharpener,shape,0.21
85214,tub 24 pink flower pegs,flower,1.65
22263,felt egg-cosy ladybird,bird,0.85
20868,silver fabric mirror,mirror,1.25
84593,crochet rose des clothes hanger,crochet,2.95
84569A,pack 3 iron on dog patches,dog,1.25
84592,crochet rose purse with suede back,purse,2.95
85197,set of 12 mini bunnies in a bucket,b,2.1
90196B,black gemstone necklace 45cm,necklace,12.75
90195A,purple gemstone bracelet,bracelet,8.95
90196A,purple gemstone necklace 45cm,necklace,12.75
90029,new baroque small necklace black,necklace,8.5
90141E,orange pendant triple shell necklac,pen,4.95
90141A,green pendant triple shell necklace,necklace,4.95
90141C,turq pendant triple shell necklace,necklace,4.95
20704,mr robot soft toy,toy,6.95
90126A,pink bertie mobile phone charm,charm,1.69
90001D,antique olive green flower earrings,flower,4.25
90000D,copper/olive green flower necklace,flower,5.95
90161D,ant copper pink boudicca bracelet,bracelet,4.95
90161A,ant copper red boudicca bracelet,bracelet,4.95
90161C,ant copper lime boudicca bracelet,bracelet,4.95
90160D,pink boudicca large bracelet,bracelet,6.95
40046C,pink butterfly paper lampshade,butterfly,1.25
47351B,blue  voile lampshade,lamp,2.95
21376,large  tall camphor wood toadstool,stool,5.45
84212,"assorted flower colour ""leis""",flower,0.65
84918,cream cushion-cover w yellow/green flower,flower,6.95
21421,porcelain rose large,porcelain,1.25
90214M,"letter ""m"" bling key ring",ring,1.25
44242B,pink feathers curtain,feather,1.25
85132B,charlie and lola table tins,table,9.95
71406C,black orange squeezer,b,0.42
21905,more butter metal sign,sign,2.1
84467,english rose design quilted throw,sign,39.95
85034B,3 white choc morris boxed candles,candle,4.25
85035B,chocolate 3 wick morris box-candle,candle,4.25
85036B,chocolate 1 wick morris box-candle,candle,4.25
82587,texrio tomatoes candle+cup,candle,1.25
21720,cake shop  sticker sheet,cake,0.85
37489C,green/blue flower design big mug,flower,1.95
21109,"large cake towel, chocolate spots",cake,6.75
90161B,ant copper turq boudicca bracelet,bracelet,4.95
90122B,jade crystal+glass bracelet,bracelet,4.95
72805,vanilla candle in embossed zinc pot,candle,1.69
84893,ant white iron basket,basket,5.95
21991,bohemian collage stationery set,b,2.95
21059,party invites dinosaurs,art,0.85
21064,boom box speaker boys,box,5.95
20996,jazz hearts address book,hearts,0.42
20862,pink patch pencil case blue heart,art,2.1
20864,denim patch pencil case butterfly,butterfly,2.1
20857,blue rose patch purse pink butterfl,purse,1.65
20856,denim patch purse pink butterfly,butterfly,1.65
77101A,union flag windsock,union,1.25
90115,summer butterflies bag charm,bag,2.55
72232,feng shui pillar candle,candle,0.19
21191,large white honeycomb paper bell,honeycomb,2.1
72780,black silouette candle plate,candle,0.85
35443,rasta in bath w spliff ashtray,tray,0.85
16244B,maxwell 2 tone blue 60 page photo a,photo,4.25
16244A,maxwell 2 tone pink 60 page photo a,photo,4.25
84429A,medium pink buddha head,b,2.95
85144,jardin etched glass butter dish,dish,7.25
21765,hanging metal bird bath,bird,7.35
84576,blue cat biscuit barrel pink heart,art,5.95
84826,asstd design 3d paper stickers,sign,0.85
22043,christmas card screen print,card,0.42
21268,vintage blue tinsel reel,tin,2.1
21988,pack of 6 skull paper plates,plate,0.85
84482,buttons design jewellery box,box,3.75
22285,"decoration hen on nest, hanging",decoration,1.65
84845C,carnation square handy tin,tin,1.25
84845D,geranium square handy tin,tin,1.25
84845A,hollyhock square handy tin,tin,1.25
84030C,knitted rainbow hot-water-bottle,hot-water-bottle,3.75
22136,love heart sock hanger,art,1.65
21160,keep out girls door hanger,door,1.45
20833,shaker throw  quilted,other,49.95
20775,daisy notebook,notebook,1.65
84206A,3 black cats w hearts blank card,card,0.19
84206C,champagne tray blank card,card,0.19
84201B,happy birthday card stripey teddy,card,0.19
90152B,blue/green shell necklace w pendant,necklace,5.95
90150,blue shell+silver necklace,necklace,7.5
90010B,black/white glass/silver bracelet,bracelet,8.95
90010E,amber glass/silver bracelet,bracelet,8.95
90159,cote d'azure necklace,necklace,4.95
90179B,purple fine bead necklace w tassel,necklace,5.95
20654,first class luggage tag,ass,1.25
20617,first class passport-cover,ass,2.1
20662,first class holiday purse,purse,2.95
40001,white bamboo ribs lampshade,lamp,0.85
90060F,fire polished glass neckl green,ass,5.95
90060C,fire polished glass neckl silver,ass,5.95
90060D,fire polished glass neckl bronze,ass,5.95
84819,danish rose round sewing box,box,4.25
21265,pink goose feather tree 60cm,tree,1.95
21084,set/6 collage paper cups,cup,0.65
20735,black mini tape measure,tape,0.85
84795A,pastel stripe hammock,stripe,7.95
18094C,white/blue rect ceramic oil burner,b,1.25
35909B,pink flowers rabbit easter,flower,2.95
20936,forked cactus candle,candle,2.95
35833P,4 pink flock christmas-balls,ball,3.95
35833G,4 gold flock christmas-balls,ball,3.95
84795B,sunset check hammock,other,7.95
85039A,set/4 red mini rose candle in bowl,candle,1.65
84952A,clear love bird t-light holder,t-light,3.75
17091F,sandalwood incense in tin,incense,1.25
17091B,jasmine tea incense in tin,tea,1.25
17091A,lavender incense in tin,incense,1.25
90214T,"letter ""t"" bling key ring",ring,1.25
90214R,"letter ""r"" bling key ring",ring,1.25
90214L,"letter ""l"" bling key ring",ring,1.25
90214N,"letter ""n"" bling key ring",ring,1.25
35976B,white scandinavian heart christmas,art,1.25
84789,enchanted bird plant cage,bird,3.75
35537,candle ring w/clear beads,candle,0.42
21293,mirrored dove wall decoration,decoration,2.1
21370,mirrored wall art foxy,mirror,6.35
21652,glass etched t-light holder medium,t-light,1.95
21204,daisies  honeycomb garland,garland,1.65
72753C,s/3 flwr fairy rose candles,candle,2.1
72753D,s/3 flwr fairy summer candles,candle,2.1
21308,louvre vanity mirror,mirror,7.95
47554,s/3 colours flock tea-towels,tea,2.55
21906,pharmacie first aid tin,tin,6.75
21563,red heart shape love bucket,art,2.95
85071C,"charlie+lola""extremely busy"" sign",sign,2.55
20653,cherry blossom luggage tag,cherry,1.25
84741C,citrus garland felt flowers,flower,1.95
85135C,red dragonfly helicopter,other,7.95
21219,set/4 badges balloon girl,ball,1.25
21697,set 5 mini doughnut fridge magnet,fridge,1.69
90111,blue hibiscus  hair clip,hair,1.05
90112,pink dolly hair clips,hair,1.05
21689,silver vanilla  flower candle pot,candle,3.75
20757,red daisy pocket book,book,0.64
20763,daisy sketchbook,book,2.95
20769,daisy journal,daisy,2.1
72739C,dark chocolate scentcandle,candle,1.25
72740A,large strawberry chocolate candle,candle,2.55
84870B,blue geisha girl,girl,3.75
20731,posy candy bag,bag,1.25
47590B,pink happy birthday bunting,birthday,5.45
85025B,eau de nile heart shape photo-frame,art,1.65
15044A,pink paper parasol,parasol,2.95
85200,bunny egg box,box,1.25
85194L,hanging spring flower egg large,flower,0.85
84454,wobbling metal chicken easter,bling,0.85
85196,easter bunnies on a stick,b,0.55
85198,assorted farmyard animals in bucket,ass,0.85
85186C,bunny egg garland,garland,0.42
85186A,easter bunny garland of flowers,flower,0.42
22256,felt farm animal chicken,chick,1.25
22267,easter decoration egg bunny,decoration,1.25
84459B,yellow metal chicken heart,art,1.49
22105,mirror mosaic goblet candle-holder,candle,4.25
21714,citronella candle garden pot,candle,1.25
82585,sweet valencia candle+cup,candle,1.25
35598A,dusty pink christmas-tree 60cm,christmas-tree,2.95
20755,blue paisley pocket book,book,0.85
90002A,flower burst silver ring opal,flower,3.75
90214K,"letter ""k"" bling key ring",ring,1.25
85015,set of 12  vintage postcard set,card,2.55
84661A,white square table clock,clock,2.55
84925D,la palmiera wall thermometer,the,2.55
47016,light decoration battery operated,decoration,2.1
72128,columbian candle round,candle,0.85
22141,christmas craft tree top angel,tree,2.1
21736,gold scroll glass t-light holder,t-light,2.1
35967,folk art metal star t-light holder,t-light,0.85
20781,gold ear muff headphones,phone,5.49
16256B,flower pencil/rubber+5 mini pencils,flower,0.42
71143,silver book mark with beads,bead,0.85
16259,piece of camo stationery set,piece,0.21
16020C,clear stationery box set,box,0.85
90035A,"pearl & shell 42""neckl. green",shell,10.75
21722,sweet pudding sticker sheet,sticker,0.85
47347B,blue flower t-light holder,flower,1.25
84522,pink party sunglasses,art,1.95
84746,pink easter hens+flower,flower,3.75
20705,mrs robot soft toy,toy,6.95
90100,necklace+bracelet set pink daisy,necklace,2.55
90099,necklace+bracelet set blue hibiscus,necklace,2.55
20700,green cat floral cushion-cover,cushion-cover,3.75
20701,pink cat floral cushion-cover,cushion-cover,3.75
21365,mirrored wall art stars,mirror,2.95
21395,blue spotty beaker,pot,1.95
21319,glass chalice green  small,ass,1.65
72750D,f.fairy s/3 candle/glass,candle,1.95
35838A,s/6 multicolour ornamenetal candle,candle,1.25
16161E,wrap boudoir,wrap,0.1
17039,inlaid wood incense holder,holder,0.29
21130,colourful standing gnome,stand,3.45
17061,assorted shaped stencil for henna,shape,0.04
17084P,dragons blood incense,incense,0.21
21674,ridged glass pendant lampshade,pen,16.95
16236,kitty pencil erasers,kit,0.21
22124,set of 2 tea-towels ping microwave,tea,2.95
47593A,carousel design baby bib,sign,1.25
81985A,"icon alarm clock,fuschia  pin up",clock,2.55
21065,boom box speaker girls,box,5.95
21400,red pudding spoon,other,0.42
21401,blue pudding spoon,b,0.42
21222,set/4 badges beetles,b,1.25
20615,blue spotty passport-cover,pot,2.1
22044,christmas card stack of presents,card,0.42
84663A,grass hopper wooden wall clock,clock,5.95
20672,pink teatime print bowl,bowl,1.25
20671,blue teatime print bowl,bowl,1.25
21199,pink  heart confetti in tube,art,1.65
84744,s/6 sew on crochet flowers,flower,1.25
79191D,retro plastic daisy tray,tray,0.85
84029D,leopard print hot-water-bottle,hot-water-bottle,3.75
72800C,s/4 pink dinner candle silver flock,candle,2.55
90214P,"letter ""p"" bling key ring",ring,1.25
22108,ping! microwave plate,plate,3.75
20721,owls charlotte bag,bag,0.85
85171,s/2 hyacinth bulb candles,candle,2.55
47503J,set/3 floral garden tools in bag,bag,7.95
20910,vintage photo album paris days,photo,6.35
84539,knitted rabbit doll,rabbit,1.65
20863,blue patch pencil case pink heart,art,2.1
21220,set/4 badges dogs,dog,1.25
21408,spotty pink duck doorstop,door,4.25
21043,apron modern vintage cotton,apron,5.95
84617,new baroque black boxes,box,12.75
84707A,silver jewelled mirror trinket tray,mirror,9.95
20689,retro sisters expresso cups,cup,5.95
47480,hanging photo clip rope ladder,photo,1.65
85162B,black retrodisc lampshade,lamp,1.95
21261,green goose feather christmas-tree,christmas-tree,2.95
90081A,lily brooch amethyst colour,lily,4.95
90192,jade drop earrings w filigree,ring,4.95
20931,blue pot plant candle,candle,3.75
20661,blue spotty purse,purse,2.95
37467,pig mug in two colour designs,mug,0.85
20803,small pink glass sundae dish,dish,1.65
20799,pink milkshake glass,ass,2.1
21520,booze & women greeting card,card,0.42
22094,red polka dot tissue box,box,1.25
82076,beech wood photo-frame,photo-frame,1.25
20832,red flock love heart photo-frame,art,0.85
85124A,pink juicy fruit photo-frame,photo-frame,2.55
85124B,blue juicy fruit photo-frame,photo-frame,2.55
85124C,green juicy fruit photo-frame,photo-frame,2.55
21339,marakesh lantern large,lantern,19.95
47559B,tea time oven glove,tea,1.25
85016,set of 6 vintage notelets kit,kit,2.55
22168,"organiser wood, antique white",ant,8.5
35840,flat glass  bauble white flock,ass,2.55
79030D,"tumbler, baroque",b,1.65
21289,large stripes chocolate gift bag,bag,1.25
21292,small stripes chocolate gift bag,bag,0.85
22104,mirror mosaic candle plate,candle,1.45
85118,heart t-light holder,t-light,1.25
16048,teatime round pencil sharpener,tea,0.42
84705B,fairy-cakes photo-frame,cake,1.25
35923,candy heart hanging decoration,decoration,1.25
46118,funky monkey cushion-cover,cushion-cover,0.85
20895,vintage notebook french letter,notebook,2.95
21336,gold washbag,bag,2.95
20898,vintage notebook travelogue,notebook,1.25
20903,vintage keepsake box travelogue,box,1.95
21780,ma campagne 4 drawer wall shelf,drawer,5.95
21847,green  diamante pen in gift box,box,1.25
84615,pink round butterfly mirror,mirror,7.95
84682,classical rose dish,dish,2.95
22056,ceramic plate love heart design,sign,1.49
17178,flat palm t-light holder,t-light,1.25
21904,house wrecking metal sign,sign,2.1
21775,decorative flore bathroom bottle,dec,1.25
21200,multicolour honeycomb paper garland,garland,1.65
85230B,cinnamon scented votive candle,candle,0.29
85230E,strawbry scented votive candle,candle,0.29
21378,small tall camphor wood toadstool,stool,1.65
90125B,aqua bertie glass bead bag charm,bag,2.1
84564,6 segment coloured snack bowl,bowl,7.95
85084,holly top christmas stocking,other,1.69
85034C,3 rose morris boxed candles,candle,3.81
84968D,s/16 vintage red cutlery,cutlery,10.95
84827,ass des phone sponge craft sticker,des,0.65
21721,candy shop  sticker sheet,candy,0.85
21060,party invites balloon girl,art,0.85
21675,butterflies stickers,stickers,0.85
37340,multicolour spring flower mug,flower,0.85
37432,mug pink and purple arabic design,mug,0.65
47503E,ass floral print scissors,print,1.25
47503H,ass floral print spirit level,print,1.95
44265,m/colour pom-pom curtain,other,4.25
84678,classical rose small vase,ass,2.55
37484,english rose tea for one gift box,box,6.75
21757,lighthouse printed metal sign,sign,4.95
21659,glass cake stand,cake,14.95
BANK CHARGES,bank charges,b,15.0
21269,antique cream cutlery shelf,cutlery,8.5
21270,antique cream cutlery cupboard,cup,12.75
21277,french style embossed heart cabinet,art,21.95
84849A,hello sailor blue soap-holder,holder,1.69
20851,zinc heart lattice tray oval,art,5.95
84707B,pink jewelled mirror trinket tray,mirror,9.95
35233,pasta enamel/brass container,enamel,3.75
20666,economy holiday purse,purse,2.95
85060,wood fan with flower design,flower,1.25
85106,cut glass hexagon t-light holder,t-light,2.55
85169C,eau de nil love bird candle,candle,1.25
85169A,ivory love bird candle,candle,1.25
21764,vintage wooden plate rack,plate,39.95
21309,louvre chalkboard,b,9.95
21836,gingham oven glove red heart,art,3.75
20935,round cactus candle,candle,1.25
21040,modern vintage cotton shopping bag,bag,0.85
20997,rose du sud cushion-cover,cushion-cover,4.95
21616,4 pear botanical dinner candles,candle,3.75
21275,zinc top  2 door wooden shelf,door,3.95
20888,set 3 jardin de femme scent candles,candle,1.25
20670,vip holiday purse,purse,2.95
21062,party invites spaceman,art,0.85
21061,party invites football,art,0.85
21698,mock lobster fridge magnet,fridge,0.85
85130D,beaded crystal heart pink large,bead,1.65
84549,crochet white rabbit keyring,ring,1.65
84551,crochet dog keyring,ring,1.65
21264,white goose feather tree 60cm,tree,9.95
21437,24 hanging easter eggs floral tub,egg,3.75
84665,square cherry blossom cabinet,square,5.95
84666,square cherry blossom cabinet,square,3.95
84664,cherry blossom bathroom cabinet,cherry,4.95
79066K,retro mod tray,tray,0.85
84597B,retro brown ball ashtray,tray,1.25
84367,la strega canvas picture,picture,1.65
71215,metal base for candles,candle,0.42
17129F,deep blue glass gems in bag,bag,0.85
79303D,lilac flower block table lamp,flower,2.95
22244,"hook, 3 hanger ,magic garden",garden,1.95
22245,"hook, 1 hanger ,magic garden",garden,0.85
84869,candy button photo album,candy,5.95
20896,vintage notebook pink flower,flower,2.95
20899,vintage notebook red rose,notebook,2.95
84626,candy stripe rose quilt,candy,45.95
16162L,the king gift bag,bag,0.19
21228,"pocket mirror ""glamorous""",mirror,1.25
90120D,white murano twist bracelet,bracelet,4.25
90120B,blue murano twist bracelet,bracelet,4.25
90120A,pink murano twist bracelet,bracelet,4.25
90027D,glass bead hoop earrings amethyst,ring,2.95
90027B,glass bead hoop earrings montana,ring,2.95
20796,small blue provencal ceramic ball,ball,1.65
20795,large blue provencal ceramic ball,ball,2.1
21322,glass sphere candle stand large,candle,6.95
22290,standing metal rabbit with egg,stand,2.1
21631,hippy chic decorative parasol,parasol,12.75
84972L,giant pink heart memo-holder,holder,3.95
16239,ballerina heart decoration.,decoration,2.95
84919,l blue cushion-cover w pink/yellow flower,flower,6.95
84984C,oriental blue cushion-cover,cushion-cover,4.65
84909A,pink paisley quilt,other,45.95
85184B,set 4 easter decoupage oval boxes,box,2.95
22233,jigsaw rabbit and birdhouse,bird,1.65
85018C,s/6 paper boxes curious images,box,3.39
21343,gold jewelery box,box,16.95
85121B,retro laundry tub pink,b,8.5
22316,200 bendy skull straws,skull,1.25
22293,"spring dec , hanging chick  green",ring,1.45
35973,geranium folkart heart decoration,decoration,1.25
90057,diamante ring assorted in box.,box,1.25
35838B,s/6 silver ornamenetal candle,candle,0.85
85020,round pink heart mirror,mirror,2.1
22217,t-light holder hanging lace,t-light,1.25
35645,vintage bead pink jewel box,box,4.25
82095,heart buttons jewellery box,box,7.65
21808,"christmas garland stars,trees",garland,3.75
17191A,rose flower candle+incense 16x16cm,candle,3.75
47341B,blue table run flower,flower,3.75
85081,padded holly christmas decoration,decoration,1.25
90214I,"letter ""i"" bling key ring",ring,1.25
90214O,"letter ""o"" bling key ring",ring,1.25
90214B,"letter ""b"" bling key ring",ring,1.25
20993,jazz hearts memo pad,hearts,0.85
84575B,brown dog cannister w bone,dog,5.95
71403,"pink/white ""keep clean"" bullet bin",b,2.95
84563A,pink & white breakfast tray,tray,5.95
17013B,origami jasmine incense in tube,incense,1.27
17181,circle of friends candle-holder,candle,0.85
35815B,"acrylic jewel snowflake,blue",b,0.38
35821B,"jewelled decoration,blue",decoration,0.38
35824B,"hanging flowers+mirror,blue",flower,0.38
84685,beach hut key cabinet,key,3.75
20707,crazy daisy heart decoration,decoration,1.25
22236,cake stand 3 tier magic garden,cake,12.75
21366,mirrored wall art photo frames,mirror,4.25
90214Z,"letter ""z"" bling key ring",ring,1.25
16168M,funky monkey gift bag medium,bag,0.42
16168S,funky monkey gift bag small,bag,0.29
22281,easter tree yellow birds,bird,5.95
21167,white sage incense,incense,0.21
17096,assorted laquered incense holders,holder,0.21
85026B,eau de nile jewelled t-light holder,t-light,0.85
47597,new england teatowels,tea,2.55
16033,mini highlighter pens,light,0.12
35837,set of six silver+red flock baubles,b,0.85
85230D,vanilla scented votive candle,candle,0.29
85230C,rose scented votive candle,candle,0.29
20680,pink flowers childs umbrella,flower,3.25
21096,set/6 fruit salad  paper plates,plate,0.85
20952,porcelain cherub bell small,porcelain,0.42
90214F,"letter ""f"" bling key ring",ring,1.25
90214E,"letter ""e"" bling key ring",ring,1.25
85161,acrylic geometric lamp,lamp,18.95
90058A,crystal stud earrings clear display,ring,0.38
72789,basket/8 scented love token candles,candle,3.75
90210B,clear acrylic faceted bangle,clear,2.95
90039C,fire polished glass bracelet black,bracelet,3.75
90194,silver lariat black stone earrings,ring,4.25
90040B,murano style glass bracelet black,bracelet,3.5
72708,sculpted round ivory candle,candle,0.21
72771C,black flock gold candle,candle,0.42
84081,white ceramic party set (5pcs),art,3.39
16169G,wrap romantic decoupage,wrap,0.42
84683,classical rose candlestand,candle,0.65
21117,blond doll doorstop,door,1.25
85062,pearl crystal pumpkin t-light hldr,t-light,1.45
20663,queen of the skies holiday purse,purse,2.95
21945,strawberries  design flannel,sign,0.85
21943,cakes and rabbits design flannel,cake,0.85
84414B,fuschia/green stripe woolly blanket,stripe,18.95
16051,teatime pencil w stamp asst,tea,0.42
85072,occasions gift card assortment,card,0.55
21845,dairy maid stripe mug,mug,2.95
90138,white/pink mini crystals necklace,necklace,4.95
90137,pink combo mini crystals necklace,necklace,4.95
16119,funky girl address book,book,1.25
47552A,dots ironing-board cover,dots,1.95
47567B,tea time kitchen apron,tea,5.95
84815,set of 3 danish rose planters,ant,4.25
72131,columbian candle rectangle,candle,1.95
90013A,midnight blue vintage earrings,ring,3.75
22252,birdcage decoration magic garden,decoration,2.55
72728,rose scent candles in glass,candle,0.85
20884,modern christmas-tree candle,candle,2.1
20877,modern christmas bauble candle,candle,0.42
20881,modern christmas-tree candle,candle,0.85
22242,"hook, 5 hanger , magic toadstool",hook,1.65
90177C,drop diamante earrings crystal,ring,2.95
90177B,drop diamante earrings black diamon,ring,2.95
90177D,drop diamante earrings purple,ring,2.95
90177E,drop diamante earrings green,ring,2.95
90177A,classic diamante earrings jet,ring,2.95
90026C,glass bead hoop necklace green,necklace,8.5
90069,ruby glass cluster necklace,necklace,7.5
84876B,green heart compact mirror,mirror,3.75
20879,tree of noah festive scented candle,candle,0.65
17090A,lavender incense 40 cones in tin,incense,1.25
85215,assorted cheese fridge magnets,magnets,0.65
21758,vintage shells print,print,6.45
21278,vintage kitchen print puddings,kit,2.55
21281,vintage kitchen print seafood,kit,2.55
20848,zinc heart lattice charger small,art,2.95
20683,rain girl childs umbrella,umbrella,3.25
84968A,s/16 vintage rose cutlery,cutlery,12.75
47504J,english rose set/3 garden tools,garden,7.95
21894,potting shed seed envelopes,tin,1.06
84859C,pink disco handbag,bag,5.95
84859A,silver disco handbag,bag,5.95
75131,metal tube chime on bamboo,tube,1.69
85109,pink boudoir t-light holder,t-light,0.85
84802A,white anemone artificial flower,flower,1.69
21283,natural bark candle small,candle,2.75
35607B,black feather christmas decoration,decoration,0.19
90001C,antique opal white flower earrings,flower,4.25
90000B,midnight blue copper flower necklac,flower,5.95
90024E,new baroque b'fly necklace montana,necklace,8.5
85069,cream sweetheart double shelf,art,16.95
84659A,white travel alarm clock,clock,2.55
35607A,pink fluffy christmas decoration,decoration,0.19
21307,set/4 butterfly mirror magnets,mirror,0.38
16207B,pink heart red handbag,bag,1.25
21415,clam shell small,shell,2.1
35936,cerise+gold christmas-tree dec,christmas-tree,0.38
84673A,pink fly swat,other,0.65
20939,orange candle,candle,0.85
72785A,s/4 contempory pink rosebud candles,candle,2.1
72785B,s/4 contempory red rosebud candles,candle,2.1
72771B,burg flock gold cup/candle,candle,0.42
84712B,pink jewelled photo-frame,photo-frame,7.95
84550,crochet lilac/red bear keyring,ring,1.65
21678,paisley pattern  stickers,stickers,0.85
21226,pocket mirror woodland,mirror,1.25
21225,pocket mirror butterfly,mirror,1.25
16258A,swirly circular rubbers in bag,bag,0.19
37491C,green/blue ceramic candle-holder,candle,1.65
84913A,soft pink rose towel,soft,4.65
84459A,pink metal chicken heart,art,1.49
20933,yellow pot plant candle,candle,3.75
75011,blue daisy mobile,daisy,3.75
72801C,s/4 rose pink dinner candles,candle,1.25
21946,party time design flannel,sign,0.38
46775E,candy pop chunky knitted throw,candy,16.95
46775A,bubble gum chunky knitted throw,knitted,16.95
35911B,pink/flower rabbit egg-warmer,flower,2.1
62097A,pink stripes shoulder bag,bag,2.95
84686,beach hut mirror,mirror,4.25
72812,large zinc/glass candleholder,candle,2.1
21473,sweetheart cream steel table rect,art,19.95
90000C,opal white/silver flower necklace,flower,5.95
90065A,white vintage crystal bracelet,bracelet,6.75
90065B,black vint art dec crystal bracelet,bracelet,6.75
90024D,new baroque b'fly necklace pink,necklace,8.5
90124B,blue murano twist necklace,necklace,9.95
90182C,black 3 bead drop earrings,ring,2.95
90026B,glass bead hoop necklace montana,necklace,8.5
90180B,purple amethyst necklace w tassel,necklace,9.95
90211B,jet black las vegas necklace 45cm,necklace,5.95
90212C,purple las vegas bracelet round,bracelet,3.75
21317,glass sphere candle stand medium,candle,5.45
62074B,elephant clip w suction cup,cup,0.42
84876C,silver heart compact mirror,mirror,3.75
35999,s/6 scandinavian heart t-light,t-light,2.55
22307,gold mug bone china tree of life,mug,5.95
90201A,purple enamel flower ring,flower,2.95
20697,little green monster soft toy,toy,2.55
17090D,vanilla incense 40 cones in tin,incense,1.25
85230A,opium scented votive candle,candle,0.29
22306,silver mug bone china tree of life,mug,5.95
72133,columbian candle rectangle,candle,1.25
72134,columbian  cube candle,candle,0.85
72130,columbian candle round,candle,0.65
37489A,yellow/pink flower design big mug,flower,1.95
85225,bling key ring stand,ring,1.25
21441,blue birdhouse decoration,decoration,0.85
84711A,silver oval shape trinket box,box,9.95
21413,periwinkle t-light holder,t-light,1.25
90034,white silver necklace shell glass,necklace,9.95
90140,pink sweetie necklace,necklace,7.5
90146,fine silver necklace w pastel flowe,necklace,7.5
90123A,pink heart of glass bracelet,bracelet,5.95
90060B,fire polished glass neckl gold,ass,5.95
22243,"hook, 5 hanger ,magic toadstool red",hook,1.65
90214G,"letter ""g"" bling key ring",ring,1.25
21311,set/4 bird mirror magnets,mirror,2.1
47369B,blue green embroidery cosmetic bag,bag,2.95
72772,set/4 scented candles in ramekins,candle,3.75
35910A,multicolour easter rabbit,rabbit,1.95
21716,boys vintage tin seaside bucket,tin,2.55
21715,girls vintage tin seaside bucket,tin,2.55
37438,funky flower coffee pot,flower,3.75
46775D,sunset colour chunky knitted throw,knitted,16.95
84921,cream and pink flowers pony,flower,3.75
22360,"glass jar, english confectionery",ass,2.95
21190,pink hearts paper garland,garland,1.65
22247,bunny decoration magic garden,decoration,0.85
22249,decoration white chick magic garden,decoration,0.85
22248,decoration  pink chick magic garden,decoration,0.85
22250,decoration  butterfly  magic garden,decoration,0.85
85213,mini  zinc garden decorations,decoration,0.85
85212,mini painted garden decoration,decoration,0.85
71101A,angel on knees metal pole 100cm h,other,0.85
71101E,standing fairy pole support,stand,0.85
20882,modern christmas-tree candle,candle,2.95
15030,fan black frame,frame,0.29
72793,black box mirror lantern,box,5.95
35637A,ivory string curtain with pole,ring,5.95
16256C,hearts pencil/rubber+5 mini pencils,hearts,0.42
21416,clam shell large,shell,3.75
22268,easter decoration sitting bunny,decoration,0.85
35597B,blackchristmas tree 30cm,tree,1.25
84255A,pink glass cocktail lamp,ass,2.1
21318,glass chalice blue small,ass,1.65
18098B,blue porcelain b'fly oil burner,porcelain,2.95
37399,"ass retrospoof mugs,sports",mug,1.25
TEST001,this is a test product.,other,4.5
21414,scallop shell soap dish,dish,2.1
21695,small silver flower candle pot,candle,2.95
84767,zinc police box lantern,box,5.95
21202,dolly honeycomb garland,garland,1.65
37475,set/4 colourful mixing bowls,bowl,9.95
22262,felt egg-cosy chicken,egg,0.85
21713,citronella candle flowerpot,candle,2.1
21036,set/2 tea-towels modern vintage,tea,2.55
17007B,s/3 pot pouri cushions blue colours,pot,2.1
85093,candy spot egg-warmer hare,candy,1.25
84621,blue gingham rose floor cushion,gingham,7.95
15044C,purple paper parasol,parasol,2.95
84251C,"greeting card, two sisters.",card,0.19
